step,tower_type,weight_type,layer_num,best_ratio,locoop_loss*,loss_id,loss_ood,acc,ood_patch_percent
0,visual,W_up,23,0.4,0.06386595964431763,0.630031943321228,-1.8872199058532715,80.85105895996094,51.72871780395508
1,visual,W_up,22,0.35,0.04294854402542114,0.605948805809021,-1.8766674995422363,80.85105895996094,52.0403938293457
2,visual,W_up,21,0.0,0.04294854402542114,0.605948805809021,-1.8766674995422363,80.85105895996094,52.0403938293457
3,visual,W_up,20,0.2,0.041445136070251465,0.6044921278953552,-1.8768233060836792,79.7872314453125,51.421207427978516
4,visual,W_up,19,0.0,0.041445136070251465,0.6044921278953552,-1.8768233060836792,79.7872314453125,51.421207427978516
5,visual,W_up,18,0.3,0.027478456497192383,0.5883921980857849,-1.8697123527526855,82.97872161865234,50.62333297729492
6,visual,W_up,17,0.25,0.0246465802192688,0.5851887464523315,-1.8684738874435425,80.85105895996094,50.199466705322266
7,visual,W_up,16,0.1,0.019626379013061523,0.5796539187431335,-1.8667583465576172,81.91488647460938,49.921043395996094
8,visual,W_up,15,0.05,0.014317214488983154,0.5742414593696594,-1.8664140701293945,81.91488647460938,49.829620361328125
9,visual,W_up,14,0.25,0.0058779120445251465,0.565525233745575,-1.8654909133911133,84.04254913330078,50.054019927978516
10,visual,W_up,13,0.05,0.004716336727142334,0.5649427175521851,-1.867421269416809,84.04254913330078,50.21192932128906
11,visual,W_up,12,0.3,-0.018952012062072754,0.5416277050971985,-1.8685990571975708,84.04254913330078,50.64411163330078
12,visual,W_up,11,0.05,-0.025268971920013428,0.5362622141838074,-1.8717705011367798,82.97872161865234,50.75215530395508
13,visual,W_up,10,0.1,-0.031650424003601074,0.5297233462333679,-1.8712458610534668,84.04254913330078,51.02642822265625
14,visual,W_up,9,0.15,-0.03421992063522339,0.5260477662086487,-1.8675588369369507,84.04254913330078,51.11785125732422
15,visual,W_up,8,0.05,-0.03856414556503296,0.521693766117096,-1.8675262928009033,84.04254913330078,51.18849182128906
16,visual,W_up,7,0.2,-0.03904694318771362,0.5214619040489197,-1.8683627843856812,84.04254913330078,51.392120361328125
17,visual,W_up,6,0.15,-0.040529608726501465,0.519734263420105,-1.8675462007522583,84.04254913330078,51.38796615600586
18,visual,W_up,5,0.3,-0.04606515169143677,0.514435887336731,-1.868336796760559,84.04254913330078,51.2799186706543
19,visual,W_up,4,0.1,-0.04671883583068848,0.5139656066894531,-1.868947982788086,84.04254913330078,51.13862609863281
20,visual,W_up,3,0.1,-0.04731762409210205,0.5133733749389648,-1.8689699172973633,85.10637664794922,51.13031768798828
21,visual,W_up,2,0.2,-0.050689756870269775,0.5099049210548401,-1.8686487674713135,84.04254913330078,51.101226806640625
22,visual,W_up,1,0.1,-0.051215946674346924,0.5093706250190735,-1.868621826171875,84.04254913330078,51.05967712402344
23,visual,W_up,0,0.35,-0.05231297016143799,0.5082448720932007,-1.8685261011123657,84.04254913330078,51.05551528930664
24,text,W_up,11,0.0,-0.05231297016143799,0.5082448720932007,-1.8685261011123657,84.04254913330078,51.05551528930664
25,text,W_up,10,0.05,-0.0609588623046875,0.5018244981765747,-1.8759444952011108,84.04254913330078,51.11785125732422
26,text,W_up,9,0.05,-0.06410956382751465,0.4985613226890564,-1.875569462776184,85.10637664794922,50.96824645996094
27,text,W_up,8,0.4,-0.06795492768287659,0.4899541437625885,-1.8596967458724976,85.10637664794922,49.66755294799805
28,text,W_up,7,0.0,-0.06795492768287659,0.4899541437625885,-1.8596967458724976,85.10637664794922,49.66755294799805
29,text,W_up,6,0.15,-0.07376766204833984,0.4858717918395996,-1.8654648065567017,86.17021179199219,48.728389739990234
30,text,W_up,5,0.0,-0.07376766204833984,0.4858717918395996,-1.8654648065567017,86.17021179199219,48.728389739990234
31,text,W_up,4,0.3,-0.08915987610816956,0.46839073300361633,-1.8585020303726196,88.29786682128906,46.43865966796875
32,text,W_up,3,0.4,-0.09956985712051392,0.4556364417076111,-1.8506876230239868,87.23403930664062,45.457942962646484
33,text,W_up,2,0.05,-0.1035190224647522,0.4532911777496338,-1.8560339212417603,86.17021179199219,45.47456359863281
34,text,W_up,1,0.05,-0.11269214749336243,0.44663116335868835,-1.8644108772277832,87.23403930664062,45.046539306640625
35,text,W_up,0,0.4,-0.1203705370426178,0.43684205412864685,-1.8573752641677856,86.17021179199219,46.26412582397461
